Time,Price,BarState,LiveState,Priority,Composite,TideComp,MarketPhase,InversionActive,RatioScore,FastScore,FastDir,SlowDir,Bias,Tier3Score,CombinedTier,BearDomPct,BullDomPct,DomPriceChange,PriceChangeShort,CountBull,CountBear
09:26:56.093,7262.75,TICK,BearTrend,P4_VOTE_BEAR,11.5,46.9,NEUTRAL,N,-14.1,-38.2,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:57.278,7262.75,TICK,BearTrend,P4_VOTE_BEAR,11.5,46.9,NEUTRAL,N,-14.2,-38.6,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:58.733,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,11.6,46.9,NEUTRAL,N,-15.7,-43.2,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:00.029,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.3,47.9,NEUTRAL,N,-16.9,-45.8,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:01.639,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.1,47.1,NEUTRAL,N,-17.3,-42.4,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:04.785,7262.75,TICK,BearTrend,P4_VOTE_BEAR,12.0,47.1,NEUTRAL,N,-18.6,-35.9,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:06.464,7262.75,TICK,BearTrend,P4_VOTE_BEAR,11.7,47.1,NEUTRAL,N,-19.2,-35.9,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:08.766,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.9,48.6,NEUTRAL,N,-21.8,-41.7,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:10.980,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.8,48.6,NEUTRAL,N,-22.8,-45.1,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:12.120,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.2,49.1,NEUTRAL,N,-23.2,-46.4,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:15.044,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.2,49.1,NEUTRAL,N,-23.6,-47.7,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:16.093,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.8,49.9,NEUTRAL,N,-24.2,-48.3,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:19.120,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.7,49.9,NEUTRAL,N,-24.6,-49.3,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:21.066,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.5,49.8,NEUTRAL,N,-24.9,-49.7,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:22.125,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.9,50.8,NEUTRAL,Y,-25.5,-49.9,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.00,0.00,1,3
09:27:23.875,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.9,50.8,NEUTRAL,N,-25.8,-49.9,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.00,0.00,1,3
09:27:25.401,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.6,50.8,NEUTRAL,N,-26.0,-49.9,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:27:28.003,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,13.4,50.8,ACCUMULATION,N,-26.3,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.00,0.00,1,3
09:27:29.468,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.5,51.1,NEUTRAL,N,-26.4,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.00,0.00,1,3
09:27:31.126,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.5,51.1,NEUTRAL,N,-26.9,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.00,0.00,1,3
09:27:33.379,7263.00,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.6,51.6,NEUTRAL,N,-27.0,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.25,0.25,1,3
09:27:34.432,7263.00,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.3,51.7,NEUTRAL,N,-27.3,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.25,0.25,1,3
09:27:35.569,7263.00,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.3,52.2,NEUTRAL,N,-27.7,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.25,0.00,1,3
09:27:37.217,7263.00,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.3,52.2,NEUTRAL,N,-27.9,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.25,0.00,1,3
09:27:38.495,7263.00,TICK,BearWarning,P0_FAST_EXTREME_BEAR,12.6,52.2,ACCUMULATION,N,-27.9,-50.0,BID_STRONG,BID_STRONG,BAL,0.0,0.0,0,0,0.25,0.00,1,3
